url,region,region_url,price,year,manufacturer,model,condition,fuel,odometer,transmission,drive,size,type,paint_color,image_url,county,state,lat,long,posting_date
https://montgomery.craigslist.org/ctd/d/mobile-2018-chevrolet-camaro-2dr-cpe-zl1/7302197505.html,montgomery,https://montgomery.craigslist.org,58995,2018,chevrolet,camaro,excellent,gas,10626,automatic,rwd,sub-compact,coupe,silver,https://images.craigslist.org/00S0S_h7kqdGOEwLuz_09G09G_600x450.jpg,,al,30.69241,-88.051751,2021-04-05T13:30:21-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2016-scion-im-hatchback-4d/7302191323.html,montgomery,https://montgomery.craigslist.org,15990,2016,,Scion iM Hatchback 4D,good,gas,40668,other,fwd,,hatchback,red,https://images.craigslist.org/00M0M_4ajg6LItB6uz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-05T13:21:04-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2020-acura-mdx-sh-awd/7302184356.html,montgomery,https://montgomery.craigslist.org,43590,2020,acura,mdx sh-awd w/technology,good,gas,12012,other,,,other,silver,https://images.craigslist.org/00404_jbwYGsIJEwWz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-05T13:11:12-0500
https://montgomery.craigslist.org/ctd/d/troy-2014-hyundai-genesis-coupe-20t/7302179405.html,montgomery,https://montgomery.craigslist.org,11998,2014,hyundai,genesis coupe 2.0t,excellent,gas,101085,automatic,,,,blue,https://images.craigslist.org/00y0y_cEzsJxPZnYWz_0ak05O_600x450.jpg,,al,31.796941,-85.980049,2021-04-05T13:04:23-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-audi-q5-premium-plus/7302157478.html,montgomery,https://montgomery.craigslist.org,28990,2018,audi,q5 premium plus sport,good,other,51504,other,,,SUV,blue,https://images.craigslist.org/01111_7ltynD7mVcSz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-05T12:31:27-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2020-acura-mdx-technology/7302102157.html,montgomery,https://montgomery.craigslist.org,42990,2020,acura,mdx technology pkg sport,good,other,3207,other,fwd,,other,white,https://images.craigslist.org/00000_bZl2PVz9M9Kz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-05T11:11:20-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-audi-q5-premium-sport/7302055803.html,montgomery,https://montgomery.craigslist.org,28590,2018,audi,q5 premium sport utility 4d,good,gas,35036,other,,,SUV,black,https://images.craigslist.org/00Z0Z_lEs5lDzi3PKz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-05T10:01:14-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2020-acura-mdx-sh-awd-sport/7302043406.html,montgomery,https://montgomery.craigslist.org,39990,2020,acura,mdx sh-awd sport utility,good,gas,1237,other,,,other,white,https://images.craigslist.org/00r0r_cpin64wpXenz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-05T09:41:10-0500
https://montgomery.craigslist.org/ctd/d/troy-2020-ford-explorer-limited/7302022091.html,montgomery,https://montgomery.craigslist.org,43998,2020,ford,explorer limited,excellent,gas,24054,automatic,,,,white,https://images.craigslist.org/00A0A_j90iG5zCkdaz_0ak07K_600x450.jpg,,al,31.796941,-85.980049,2021-04-05T09:03:57-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-audi-q5-premium-sport/7302004851.html,montgomery,https://montgomery.craigslist.org,29990,2018,audi,q5 premium sport utility 4d,good,gas,22574,other,,,SUV,silver,https://images.craigslist.org/00K0K_9SHKMssyPQlz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-05T08:31:20-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2020-hyundai-sonata-se-sedan/7301720175.html,montgomery,https://montgomery.craigslist.org,21990,2020,hyundai,sonata se sedan 4d,good,other,13793,other,,,sedan,blue,https://images.craigslist.org/00B0B_eFRiY2ItCpWz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-04T12:41:07-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2012-infiniti-qx-qx56-sport/7301707116.html,montgomery,https://montgomery.craigslist.org,23590,2012,infiniti,qx qx56 sport utility,good,other,94053,other,4wd,,SUV,,https://images.craigslist.org/00606_i7P4A7Io9lxz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-04T12:10:57-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2020-infiniti-qx60-pure/7301682037.html,montgomery,https://montgomery.craigslist.org,27990,2020,infiniti,qx60 pure sport utility,good,gas,31050,other,fwd,,SUV,brown,https://images.craigslist.org/00n0n_gxYfbfJnaWwz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-04T11:11:16-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2011-mercedes-benz-cl-class/7301682041.html,montgomery,https://montgomery.craigslist.org,27990,2011,mercedes-benz,cl-class cl 550,good,gas,66944,automatic,,,coupe,black,https://images.craigslist.org/00j0j_kNYyY9cfWhIz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-04T11:11:16-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-mercedes-benz-metris/7301682026.html,montgomery,https://montgomery.craigslist.org,30990,2018,mercedes-benz,metris passenger,good,gas,7896,other,rwd,,van,black,https://images.craigslist.org/00101_lllOQujeNHAz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-04T11:11:15-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-lincoln-mkx-reserve/7301633419.html,montgomery,https://montgomery.craigslist.org,28990,2018,lincoln,mkx reserve sport,good,gas,34507,automatic,fwd,,SUV,black,https://images.craigslist.org/00X0X_7iAOq80acvdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-04T09:01:56-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2020-audi-a6-45-tfsi-premium/7301615235.html,montgomery,https://montgomery.craigslist.org,41590,2020,audi,a6 45 tfsi premium plus,good,gas,27160,other,,,sedan,black,https://images.craigslist.org/00v0v_d3HuLkJCGgbz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-04T07:53:11-0500
https://tuscaloosa.craigslist.org/cto/d/cottondale-2007-jeep-commander/7316884506.html,tuscaloosa,https://tuscaloosa.craigslist.org,2000,2007,jeep,commander 4x4,fair,gas,188000,automatic,4wd,full-size,SUV,blue,https://images.craigslist.org/00t0t_9vWtOf6aNCSz_0hW0ds_600x450.jpg,,al,33.1767,-87.3871,2021-05-04T14:22:13-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2020-ford-ranger-supercab-xl/7316827720.html,tuscaloosa,https://tuscaloosa.craigslist.org,30590,2020,ford,ranger supercab xl pickup,good,gas,10740,other,,,pickup,,https://images.craigslist.org/00q0q_dOtQ5ubhEMiz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-04T12:51:18-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2017-jeep-wrangler-unlimited/7316827681.html,tuscaloosa,https://tuscaloosa.craigslist.org,32990,2017,jeep,wrangler unlimited sport,good,gas,30041,other,4wd,,other,silver,https://images.craigslist.org/00u0u_bB3krjp4B3lz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-04T12:51:13-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2019-ford-f150-supercrew-cab/7316768989.html,tuscaloosa,https://tuscaloosa.craigslist.org,37590,2019,ford,f150 supercrew cab xl,good,gas,8663,other,,,pickup,,https://images.craigslist.org/00606_eM2dJpJOQb4z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-04T11:21:21-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2017-bmw-series-440i-xdrive/7316675828.html,tuscaloosa,https://tuscaloosa.craigslist.org,28990,2017,bmw,4 series 440i xdrive gran,good,gas,49355,automatic,,,coupe,,https://images.craigslist.org/00606_eTQPhZGTkMSz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-04T08:41:30-0500
https://tuscaloosa.craigslist.org/cto/d/tuscaloosa-1992-jeep-wrangler-yj/7316605495.html,tuscaloosa,https://tuscaloosa.craigslist.org,5500,1992,jeep,wrangler,good,gas,103500,manual,4wd,compact,offroad,blue,https://images.craigslist.org/00O0O_25j5Rpf6Elyz_0ww0oo_600x450.jpg,,al,33.1617,-87.5144,2021-05-04T00:47:16-0500
https://tuscaloosa.craigslist.org/cto/d/tuscaloosa-brand-new-a-used-price/7316436488.html,tuscaloosa,https://tuscaloosa.craigslist.org,104900,2020,bmw,m805i,excellent,gas,9000,automatic,4wd,full-size,sedan,black,https://images.craigslist.org/00Y0Y_32p92xzxBtmz_0CI0sN_600x450.jpg,,al,33.334119,-87.470436,2021-05-03T16:16:01-0500
https://tuscaloosa.craigslist.org/cto/d/tuscaloosa-2003-jeep-wrangler/7316416989.html,tuscaloosa,https://tuscaloosa.craigslist.org,12500,2003,jeep,wrangler,good,gas,107860,manual,4wd,,SUV,silver,https://images.craigslist.org/00M0M_bNIvlRFEPoUz_0CI0t2_600x450.jpg,,al,33.216421,-87.520301,2021-05-03T15:42:07-0500
https://tuscaloosa.craigslist.org/ctd/d/gadsden-2011-chevrolet-silverado-1500/7316396547.html,tuscaloosa,https://tuscaloosa.craigslist.org,20995,2011,chevrolet,silverado 1500 ltz crew cab 4wd,,,137701,automatic,4wd,,pickup,,https://images.craigslist.org/00u0u_i6NQu7IjDdrz_0ak07K_600x450.jpg,,al,33.971956,-86.053098,2021-05-03T15:07:35-0500
https://tuscaloosa.craigslist.org/ctd/d/gadsden-2015-chevrolet-silverado-1500/7316395632.html,tuscaloosa,https://tuscaloosa.craigslist.org,25995,2015,chevrolet,silverado 1500 lt crew cab 4wd,,,151681,automatic,4wd,,pickup,,https://images.craigslist.org/00808_4HflmGhIcfVz_0ak07K_600x450.jpg,,al,33.971956,-86.053098,2021-05-03T15:06:04-0500
https://tuscaloosa.craigslist.org/ctd/d/gadsden-2014-chevrolet-silverado-lt/7316394579.html,tuscaloosa,https://tuscaloosa.craigslist.org,31995,2014,chevrolet,silverado 1500 2lt crew cab long box 4wd,,,66738,automatic,4wd,,pickup,,https://images.craigslist.org/00U0U_iWwyclehTghz_0ak07K_600x450.jpg,,al,33.971956,-86.053098,2021-05-03T15:04:29-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2013-toyota-tundra-crewmax/7316380526.html,tuscaloosa,https://tuscaloosa.craigslist.org,25990,2013,toyota,tundra crewmax pickup 4d,good,gas,98879,other,,,pickup,white,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg,,al,33.23,-87.54,2021-05-03T14:40:59-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2018-ford-f150-super-cab-xlt/7316291523.html,tuscaloosa,https://tuscaloosa.craigslist.org,35990,2018,ford,f150 super cab xlt pickup,good,gas,22812,other,,,pickup,black,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg,,al,33.23,-87.54,2021-05-03T12:21:34-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2017-jeep-wrangler-sport-suv/7316160224.html,tuscaloosa,https://tuscaloosa.craigslist.org,28590,2017,jeep,wrangler sport suv 2d,good,other,31783,other,4wd,,other,,https://images.craigslist.org/00n0n_8kRLujGb2c2z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-03T08:51:24-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2014-chevy-chevrolet/7316160071.html,tuscaloosa,https://tuscaloosa.craigslist.org,25990,2014,chevrolet,silverado 1500 regular,good,other,82140,automatic,4wd,,pickup,black,https://images.craigslist.org/00202_deOdhfN4fRqz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-03T08:51:10-0500
https://tuscaloosa.craigslist.org/cto/d/brent-745i/7316099674.html,tuscaloosa,https://tuscaloosa.craigslist.org,2000,2006,,BMW745i,good,gas,100000,automatic,,full-size,coupe,,https://images.craigslist.org/01212_bCq2wMM4yZ8z_0CI0t2_600x450.jpg,,al,32.9357,-87.2114,2021-05-03T04:30:59-0500
https://tuscaloosa.craigslist.org/cto/d/tuscaloosa-audi-q5/7316010376.html,tuscaloosa,https://tuscaloosa.craigslist.org,11200,2012,audi,q5 2.0t premium plus,good,gas,106605,automatic,,,SUV,white,https://images.craigslist.org/01010_4H10e9siiKxz_0t20CI_600x450.jpg,,al,33.18208,-87.474689,2021-05-02T19:25:13-0500
https://tuscaloosa.craigslist.org/cto/d/millport-2012-f150-xlt-lariat-door/7316010147.html,tuscaloosa,https://tuscaloosa.craigslist.org,18000,2012,ford,f-150 larait 4 door,excellent,gas,91345,automatic,,,,white,https://images.craigslist.org/00404_eMm79tabPztz_0CI0sV_600x450.jpg,,al,33.5401,-88.2,2021-05-02T19:24:35-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2018-ram-1500-quad-cab/7315805447.html,tuscaloosa,https://tuscaloosa.craigslist.org,32990,2018,ram,1500 quad cab harvest pickup,good,gas,29979,other,4wd,,pickup,black,https://images.craigslist.org/00j0j_7yJMtVcxM8Pz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-02T12:01:15-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2015-ford-mustang-gt-premium/7315765879.html,tuscaloosa,https://tuscaloosa.craigslist.org,34590,2015,ford,mustang gt premium,good,gas,30970,other,rwd,,other,white,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg,,al,33.23,-87.54,2021-05-02T10:41:29-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2016-chevy-chevrolet-camaro/7315765992.html,tuscaloosa,https://tuscaloosa.craigslist.org,37990,2016,chevrolet,camaro ss coupe 2d,good,gas,9704,other,rwd,,coupe,red,https://images.craigslist.org/00i0i_5fpVmidrepGz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-02T10:41:39-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2016-chevy-chevrolet-cruze/7315715910.html,tuscaloosa,https://tuscaloosa.craigslist.org,15590,2016,chevrolet,cruze limited 1lt,good,gas,7076,automatic,fwd,,sedan,blue,https://images.craigslist.org/00F0F_4quPl37yOxBz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-02T08:44:29-0500
https://tuscaloosa.craigslist.org/cto/d/northport-2015-ford-150-4wd/7315607285.html,tuscaloosa,https://tuscaloosa.craigslist.org,28000,2015,ford,f-150,excellent,gas,88350,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00Z0Z_9WGh4ahmJLwz_0x20oM_600x450.jpg,,al,33.297942,-87.596025,2021-05-01T20:30:33-0500
https://tuscaloosa.craigslist.org/cto/d/tuscaloosa-2005-honda-accord-v6/7315592757.html,tuscaloosa,https://tuscaloosa.craigslist.org,3500,2005,honda,accord,good,gas,140600,automatic,fwd,mid-size,sedan,grey,https://images.craigslist.org/00808_lrfvvV9AYMsz_0ne0hq_600x450.jpg,,al,33.1969,-87.5627,2021-05-01T19:41:08-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2017-toyota-tacoma-access/7315439118.html,tuscaloosa,https://tuscaloosa.craigslist.org,34590,2017,toyota,tacoma access cab trd,good,gas,20097,other,4wd,,pickup,,https://images.craigslist.org/00u0u_3kQSxWMDxTqz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-01T14:01:29-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2016-chevy-chevrolet/7315348288.html,tuscaloosa,https://tuscaloosa.craigslist.org,29990,2016,chevrolet,colorado extended cab,good,gas,17302,other,4wd,,pickup,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-01T11:31:16-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2019-ford-ranger-supercrew/7315348270.html,tuscaloosa,https://tuscaloosa.craigslist.org,30990,2019,ford,ranger supercrew xl pickup,good,other,1834,other,,,pickup,black,https://images.craigslist.org/00202_4Fz2gXkV8pkz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-01T11:31:15-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2017-gmc-sierra-1500-double/7315342397.html,tuscaloosa,https://tuscaloosa.craigslist.org,31990,2017,gmc,sierra 1500 double cab,good,gas,31496,automatic,4wd,,pickup,black,https://images.craigslist.org/00D0D_gTprUu8PG3az_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-05-01T11:21:25-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2019-nissan-370z-nismo-coupe/7314903701.html,tuscaloosa,https://tuscaloosa.craigslist.org,39990,2019,nissan,370z nismo coupe 2d,good,gas,8373,other,rwd,,coupe,white,https://images.craigslist.org/00v0v_ihZKB5WEx8Rz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-30T12:41:00-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2020-dodge-challenger-t/7314873281.html,tuscaloosa,https://tuscaloosa.craigslist.org,36990,2020,dodge,challenger r/t coupe 2d,good,other,4269,other,rwd,,coupe,black,https://images.craigslist.org/00X0X_bjSbyAgys25z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-30T11:51:28-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2015-gmc-sierra-1500-regular/7314812046.html,tuscaloosa,https://tuscaloosa.craigslist.org,25590,2015,gmc,sierra 1500 regular cab,good,other,35290,other,,,pickup,white,https://images.craigslist.org/00M0M_lsdsAjyaG9sz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-30T10:11:11-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2019-mazda-mx5-miata-grand/7314812071.html,tuscaloosa,https://tuscaloosa.craigslist.org,30990,2019,mazda,mx-5 miata grand touring,good,gas,4936,other,rwd,,other,black,https://images.craigslist.org/00R0R_61FUmXhdBP1z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-30T10:11:13-0500
https://tuscaloosa.craigslist.org/cto/d/cottondale-2012-honda-accord-coupe/7314616669.html,tuscaloosa,https://tuscaloosa.craigslist.org,10500,2012,honda,accord,excellent,gas,95000,automatic,fwd,,coupe,grey,https://images.craigslist.org/01010_8Vng5ikZk4jz_0t10CI_600x450.jpg,,al,33.1456,-87.4545,2021-04-29T19:28:59-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2018-toyota-4runner-sr5/7314527483.html,tuscaloosa,https://tuscaloosa.craigslist.org,36990,2018,toyota,4runner sr5 sport utility,good,gas,21415,other,4wd,,other,silver,https://images.craigslist.org/00A0A_hCiAtaVWpuaz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-29T16:11:31-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2019-chevy-chevrolet/7314527457.html,tuscaloosa,https://tuscaloosa.craigslist.org,36590,2019,chevrolet,silverado 1500 crew,good,gas,7619,other,,,pickup,white,https://images.craigslist.org/00909_cCMOLunQo3Hz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-29T16:11:30-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2016-ford-f150-regular-cab/7314527426.html,tuscaloosa,https://tuscaloosa.craigslist.org,26990,2016,ford,f150 regular cab xl pickup,good,gas,14230,other,,,pickup,black,https://images.craigslist.org/00o0o_fxdOFlJ1s44z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-29T16:11:27-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2017-ram-1500-crew-cab-big/7314527431.html,tuscaloosa,https://tuscaloosa.craigslist.org,32990,2017,ram,1500 crew cab big horn,good,other,10193,other,4wd,,pickup,,https://images.craigslist.org/00p0p_6enCsgZaxEfz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-29T16:11:27-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2016-toyota-tundra-double/7313785218.html,tuscaloosa,https://tuscaloosa.craigslist.org,37990,2016,toyota,tundra double cab sr,good,gas,22870,other,4wd,,pickup,black,https://images.craigslist.org/00r0r_dSlT4SmYWIz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-28T08:51:11-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2016-chevy-chevrolet/7313785161.html,tuscaloosa,https://tuscaloosa.craigslist.org,34590,2016,chevrolet,silverado 1500 double,good,gas,29499,other,4wd,,pickup,silver,https://images.craigslist.org/00E0E_iKN07Sh7ouz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-28T08:51:06-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2018-chevy-chevrolet/7313785129.html,tuscaloosa,https://tuscaloosa.craigslist.org,29990,2018,chevrolet,colorado crew cab work,good,gas,11401,other,4wd,,pickup,red,https://images.craigslist.org/00P0P_gKT9ZRuevUAz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-28T08:51:03-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2012-toyota-tacoma-double/7313785073.html,tuscaloosa,https://tuscaloosa.craigslist.org,27990,2012,toyota,tacoma double cab pickup,good,gas,67245,other,4wd,,pickup,silver,https://images.craigslist.org/00Y0Y_cZshmBeV8RSz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-28T08:50:58-0500
https://tuscaloosa.craigslist.org/cto/d/tuscaloosa-2012-toyota-avalon-limited/7313466374.html,tuscaloosa,https://tuscaloosa.craigslist.org,9650,2012,toyota,avalon limited,excellent,gas,157400,automatic,fwd,full-size,sedan,green,https://images.craigslist.org/00909_aDyxogO9Iyz_0CI0t2_600x450.jpg,,al,33.1969,-87.5627,2021-04-27T13:55:39-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2012-ford-f150-supercrew-cab/7313375075.html,tuscaloosa,https://tuscaloosa.craigslist.org,23590,2012,ford,f150 supercrew cab xlt,good,gas,53752,other,,,pickup,white,https://images.craigslist.org/00J0J_4mfUGXkpYWHz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-27T11:31:05-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2013-gmc-sierra-1500/7313368761.html,tuscaloosa,https://tuscaloosa.craigslist.org,24590,2013,gmc,sierra 1500 extended cab slt,good,other,80318,other,,,pickup,,https://images.craigslist.org/00404_kyhHnNhxLmz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-27T11:21:24-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2019-ram-1500-classic/7313349193.html,tuscaloosa,https://tuscaloosa.craigslist.org,25990,2019,ram,1500 classic regular cab,good,gas,12302,other,,,pickup,white,https://images.craigslist.org/00E0E_ibD9dHEQFGgz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-27T10:51:16-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2018-jeep-wrangler-unlimited/7313267109.html,tuscaloosa,https://tuscaloosa.craigslist.org,36590,2018,jeep,wrangler unlimited all new,good,diesel,15813,other,4wd,,other,white,https://images.craigslist.org/00K0K_eaIi9EfWzI2z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-27T08:18:06-0500
https://tuscaloosa.craigslist.org/cto/d/tuscaloosa-2011-ford-150-4x4/7313221828.html,tuscaloosa,https://tuscaloosa.craigslist.org,8500,2011,ford,f-150,,gas,230000,automatic,,,,,https://images.craigslist.org/01515_1MAUcidLnIrz_0CI0t2_600x450.jpg,,al,33.1617,-87.5144,2021-04-27T04:03:49-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2016-ford-f150-super-cab-xl/7312885793.html,tuscaloosa,https://tuscaloosa.craigslist.org,29990,2016,ford,f150 super cab xl pickup 4d,good,gas,44339,other,4wd,,pickup,red,https://images.craigslist.org/00J0J_7ppva7tsocdz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-26T12:10:59-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2017-chevy-chevrolet/7312811681.html,tuscaloosa,https://tuscaloosa.craigslist.org,28590,2017,chevrolet,silverado 1500 regular,good,gas,102,other,,,pickup,red,https://images.craigslist.org/00z0z_2huXOzE1WLAz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-26T10:21:09-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2020-jeep-wrangler-sport/7312811568.html,tuscaloosa,https://tuscaloosa.craigslist.org,34990,2020,jeep,wrangler sport s utility 2d,good,other,131,other,4wd,,other,black,https://images.craigslist.org/00g0g_bTaUrLg5Gf2z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-26T10:20:59-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2011-chevy-chevrolet/7312731993.html,tuscaloosa,https://tuscaloosa.craigslist.org,38590,2011,chevrolet,corvette grand sport,good,gas,30237,other,rwd,,other,red,https://images.craigslist.org/00U0U_kKYnS1LWh82z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-26T07:51:46-0500
https://tuscaloosa.craigslist.org/cto/d/wanted-volvo-1800-s-p1800s-1800e-1800es/7312710639.html,tuscaloosa,https://tuscaloosa.craigslist.org,12990,1970,volvo,,,gas,99999,manual,,,,,https://images.craigslist.org/00C0C_5ExQIMhnUzPz_0CI0t2_600x450.jpg,,al,33.334119,-87.470436,2021-04-26T06:31:53-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2017-chevy-chevrolet-camaro/7312363971.html,tuscaloosa,https://tuscaloosa.craigslist.org,39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,rwd,,coupe,white,https://images.craigslist.org/00u0u_6q9Mzhapp2Gz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-25T11:20:52-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2011-ford-ranger-super-cab/7312358675.html,tuscaloosa,https://tuscaloosa.craigslist.org,21990,2011,ford,ranger super cab xlt pickup,good,gas,32652,other,,,pickup,,https://images.craigslist.org/00I0I_7tSo9MdSuj3z_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-25T11:11:15-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2015-ford-mustang-gt-premium/7312305380.html,tuscaloosa,https://tuscaloosa.craigslist.org,35990,2015,ford,mustang gt premium coupe 2d,good,gas,4899,other,rwd,,coupe,red,https://images.craigslist.org/00x0x_1R1EaWTzIgsz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-25T09:21:46-0500
https://tuscaloosa.craigslist.org/ctd/d/tuscaloosa-2012-vw-volkswagen-touareg/7312273862.html,tuscaloosa,https://tuscaloosa.craigslist.org,17990,2012,volkswagen,touareg tdi sport suv,good,gas,93185,other,,,other,white,https://images.craigslist.org/00A0A_caXUHmxKPZQz_0gw0co_600x450.jpg,,al,33.23,-87.54,2021-04-25T07:50:56-0500
https://tuscaloosa.craigslist.org/cto/d/tuscaloosa-1968-chevrolet-caprice/7312092765.html,tuscaloosa,https://tuscaloosa.craigslist.org,7500,1968,chevrolet,caprice,good,gas,59176,automatic,rwd,full-size,sedan,green,https://images.craigslist.org/00S0S_33Sa1YFm0yRz_0CI0t2_600x450.jpg,,al,33.1615,-87.5213,2021-04-24T16:40:47-0500
