url,region,region_url,ask_price,year_of_manufacturing,manufacturer,model,condition,cylinders,fuel,odometer_reading,title_status,transmission,VIN,drive,type,shade,posting_date
https://anchorage.craigslist.org/ctd/d/anchorage-2020-kia-soul-lx-ivt/7310482308.html,anchorage / mat-su,https://anchorage.craigslist.org,18999,2020,kia,soul,,4 cylinders,gas,10035,clean,automatic,KNDJ23AU8L7097462,fwd,wagon,grey,2021-04-21T11:06:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-gmc-terrain-sle-4x4-4dr/7310481929.html,anchorage / mat-su,https://anchorage.craigslist.org,25995,2019,gmc,terrain,,,gas,27173,clean,automatic,3GKALTEX0KL329035,,SUV,black,2021-04-21T11:06:04-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2010-chevrolet-chevy/7310466659.html,anchorage / mat-su,https://anchorage.craigslist.org,31995,2010,chevrolet,silverado,,,gas,27057,clean,automatic,1GB7KZBK2AF137410,4wd,other,white,2021-04-21T10:40:54-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-chevrolet-chevy/7310450847.html,anchorage / mat-su,https://anchorage.craigslist.org,31995,2013,chevrolet,silverado,,,diesel,63481,clean,automatic,1GC1KVC86DF235275,4wd,pickup,white,2021-04-21T10:15:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-nissan-sentra-cvt/7310444994.html,anchorage / mat-su,https://anchorage.craigslist.org,17500,2019,nissan,sentra,,4 cylinders,gas,31822,clean,automatic,3N1AB7AP8KY321492,fwd,sedan,,2021-04-21T10:06:51-0800
https://anchorage.craigslist.org/cto/d/anchorage-2007-ford-edge/7310436745.html,anchorage / mat-su,https://anchorage.craigslist.org,4500,2007,ford,edge sel,good,3 cylinders,gas,245019,clean,automatic,,,SUV,black,2021-04-21T09:53:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-ram-ram-pickup-1500/7310434974.html,anchorage / mat-su,https://anchorage.craigslist.org,26995,2017,ram,1500,,,other,96010,clean,automatic,1C6RR7FG1HS559722,4wd,pickup,white,2021-04-21T09:51:03-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-chevrolet-malibu-4dr-sdn/7310425879.html,anchorage / mat-su,https://anchorage.craigslist.org,16900,2018,chevrolet,malibu,,4 cylinders,gas,61335,clean,other,1G1ZD5ST0JF143554,fwd,sedan,white,2021-04-21T09:36:20-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-mercedes-benz-300-4matic/7310425525.html,anchorage / mat-su,https://anchorage.craigslist.org,30550,2017,mercedes-benz,c 300,,4 cylinders,gas,20823,clean,automatic,55SWF4KB4HU204472,4wd,sedan,white,2021-04-21T09:35:47-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-kia-rio-lx-manual/7310424986.html,anchorage / mat-su,https://anchorage.craigslist.org,16991,2018,kia,rio,,4 cylinders,gas,19010,clean,automatic,3KPA24AB6JE079088,fwd,sedan,white,2021-04-21T09:34:52-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-honda-hr-sport-awd-4dr/7310419482.html,anchorage / mat-su,https://anchorage.craigslist.org,24995,2019,honda,hr-v,,,gas,21739,clean,automatic,3CZRU6H19KG700670,4wd,SUV,red,2021-04-21T09:26:10-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-chevrolet-cruze-4dr-hb/7310405617.html,anchorage / mat-su,https://anchorage.craigslist.org,17974,2018,chevrolet,cruze,,4 cylinders,gas,19146,clean,other,3G1BE6SM1JS655316,fwd,sedan,red,2021-04-21T09:04:47-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-dodge-journey-awd-4dr/7310405488.html,anchorage / mat-su,https://anchorage.craigslist.org,16900,2016,dodge,journey,,6 cylinders,gas,101183,clean,other,3C4PDDGGXGT108894,4wd,SUV,,2021-04-21T09:04:35-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-hyundai-elantra-coupe/7310403333.html,anchorage / mat-su,https://anchorage.craigslist.org,11991,2014,hyundai,elantra coupe,,4 cylinders,gas,68658,clean,automatic,KMHDH6AH7EU028973,fwd,coupe,red,2021-04-21T09:01:27-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2015-jeep-wrangler-unlimited/7310386483.html,anchorage / mat-su,https://anchorage.craigslist.org,26962,2015,jeep,wrangler unlimited,,6 cylinders,gas,97960,clean,other,1C4BJWDG3FL750953,4wd,SUV,red,2021-04-21T08:35:21-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2014-chevrolet-silverado-wd/7310386311.html,anchorage / mat-su,https://anchorage.craigslist.org,25952,2014,chevrolet,silverado 1500,,8 cylinders,gas,101889,clean,other,3GCUKREC0EG507910,4wd,truck,green,2021-04-21T08:35:04-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-mazda-mazda6-sport-auto/7310386043.html,anchorage / mat-su,https://anchorage.craigslist.org,17954,2017,mazda,mazda6,,4 cylinders,gas,27568,clean,automatic,JM1GL1U56H1153117,fwd,sedan,black,2021-04-21T08:34:40-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2012-dodge-avenger-4dr-sdn-sxt/7310383375.html,anchorage / mat-su,https://anchorage.craigslist.org,9500,2012,dodge,avenger,,4 cylinders,gas,104002,clean,other,1C3CDZCB9CN167875,fwd,sedan,red,2021-04-21T08:30:51-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2011-jeep-wrangler-unlimited/7310363820.html,anchorage / mat-su,https://anchorage.craigslist.org,26962,2011,jeep,wrangler unlimited,,6 cylinders,gas,93749,clean,other,1J4BA6H12BL585987,4wd,SUV,,2021-04-21T08:01:32-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2010-dodge-challenger-2dr-cpe/7310363634.html,anchorage / mat-su,https://anchorage.craigslist.org,27972,2010,dodge,challenger,,8 cylinders,gas,39216,clean,other,2B3CJ7DW7AH112097,rwd,coupe,black,2021-04-21T08:01:16-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-ford-150-xlt-2wd/7310363477.html,anchorage / mat-su,https://anchorage.craigslist.org,0,2018,ford,f-150,,6 cylinders,gas,33649,clean,automatic,1FTEW1CG3JKE02183,rwd,truck,white,2021-04-21T08:01:04-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2003-ford-ranger-4dr-supercab/7310363412.html,anchorage / mat-su,https://anchorage.craigslist.org,7997,2003,ford,ranger,,6 cylinders,gas,190216,clean,automatic,1FTZR45EX3PB29643,4wd,truck,red,2021-04-21T08:00:59-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-chevrolet-silverado-wd/7310363339.html,anchorage / mat-su,https://anchorage.craigslist.org,35988,2018,chevrolet,silverado 1500,,8 cylinders,gas,24209,clean,automatic,1GCVKNEC3JZ193757,4wd,truck,black,2021-04-21T08:00:53-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-subaru-crosstrek-ice/7310328725.html,anchorage / mat-su,https://anchorage.craigslist.org,28588,2020,subaru,crosstrek limited automatic,,,gas,32429,clean,automatic,JF2GTAMC0LH203350,4wd,hatchback,silver,2021-04-21T07:05:19-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-chevrolet-malibu-mosaic/7310328691.html,anchorage / mat-su,https://anchorage.craigslist.org,22988,2017,chevrolet,malibu,,,gas,29178,clean,automatic,1G1ZH5SX4HF287982,fwd,sedan,black,2021-04-21T07:05:16-0800
https://anchorage.craigslist.org/cto/d/wasilla-2019-ram-3500-cummins-dually/7310220774.html,anchorage / mat-su,https://anchorage.craigslist.org,58000,2019,ram,3500 cummins,,,diesel,5000,clean,automatic,,,,,2021-04-21T00:56:47-0800
https://anchorage.craigslist.org/cto/d/anchorage-2018-porsche-macan/7310211247.html,anchorage / mat-su,https://anchorage.craigslist.org,56000,2018,porsche,macan s,excellent,6 cylinders,gas,20900,clean,automatic,,4wd,SUV,silver,2021-04-20T22:44:39-0800
https://anchorage.craigslist.org/cto/d/anchorage-2018-f150-xlt-super-crew-4x4/7310209401.html,anchorage / mat-su,https://anchorage.craigslist.org,34500,2018,ford,f-150,excellent,8 cylinders,gas,80030,clean,automatic,,4wd,truck,white,2021-04-20T22:23:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-cadillac-ats-36l-luxury/7310200515.html,anchorage / mat-su,https://anchorage.craigslist.org,13995,2014,cadillac,ats,,6 cylinders,other,110697,clean,automatic,1G6AH5S30E0122885,,sedan,custom,2021-04-20T21:01:52-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2008-toyota-tundra-crewmax/7310200502.html,anchorage / mat-su,https://anchorage.craigslist.org,11995,2008,toyota,tundra crewmax,,8 cylinders,gas,240824,clean,automatic,5TFDV54108X078977,4wd,pickup,custom,2021-04-20T21:01:46-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2008-toyota-tundra-double-cab/7310200493.html,anchorage / mat-su,https://anchorage.craigslist.org,14995,2008,toyota,tundra double cab,,8 cylinders,gas,182143,clean,automatic,5TFBV54188X069757,4wd,pickup,custom,2021-04-20T21:01:40-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-mini-paceman-cooper-all4/7310200471.html,anchorage / mat-su,https://anchorage.craigslist.org,13995,2014,mini,paceman,,4 cylinders,gas,88215,clean,manual,WMWSS7C58EWN70493,,other,red,2021-04-20T21:01:32-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2012-subaru-impreza-wrx-sti/7310200458.html,anchorage / mat-su,https://anchorage.craigslist.org,16995,2012,subaru,impreza,,4 cylinders,gas,11900,clean,manual,JF1GV8J69CL002212,,sedan,custom,2021-04-20T21:01:23-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-toyota-tundra-4wd-sr5/7310171885.html,anchorage / mat-su,https://anchorage.craigslist.org,33995,2017,toyota,tundra,,8 cylinders,gas,68859,clean,automatic,5TFUY5F15HX651117,4wd,pickup,black,2021-04-20T18:43:42-0800
https://anchorage.craigslist.org/cto/d/anchorage-2013-dodge-avenger/7310171547.html,anchorage / mat-su,https://anchorage.craigslist.org,5000,2013,dodge,avenger se,good,,gas,140591,clean,automatic,,,,,2021-04-20T18:42:17-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-ram-wd-crew-cab/7310171540.html,anchorage / mat-su,https://anchorage.craigslist.org,29995,2014,ram,2500,,6 cylinders,diesel,165653,clean,automatic,3C6UR5HL9EG122644,4wd,pickup,,2021-04-20T18:42:16-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-hyundai-veloster-coupe/7310166582.html,anchorage / mat-su,https://anchorage.craigslist.org,11750,2013,hyundai,veloster,excellent,4 cylinders,gas,91798,clean,automatic,KMHTC6AD2DU092666,fwd,coupe,silver,2021-04-20T18:24:26-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2015-ram-1500-laramie-limited/7310164055.html,anchorage / mat-su,https://anchorage.craigslist.org,34995,2015,ram,1500,excellent,8 cylinders,gas,86051,clean,automatic,1C6RR7PT3FS633201,4wd,truck,silver,2021-04-20T18:15:36-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-hyundai-sonata-hybrid-se/7310163085.html,anchorage / mat-su,https://anchorage.craigslist.org,15495,2016,hyundai,sonata hybrid,excellent,4 cylinders,gas,52399,clean,automatic,KMHE24L17GA013193,fwd,sedan,white,2021-04-20T18:11:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-bmw-x1-xdrive28i-awd/7310162249.html,anchorage / mat-su,https://anchorage.craigslist.org,27995,2017,bmw,x1,excellent,4 cylinders,gas,31002,clean,automatic,WBXHT3Z36H4A58214,4wd,SUV,grey,2021-04-20T18:09:04-0800
https://anchorage.craigslist.org/cto/d/anchor-point-2010-tundra-sr5/7310156876.html,anchorage / mat-su,https://anchorage.craigslist.org,22999,2010,toyota,tundra,,,gas,90000,clean,automatic,,,,,2021-04-20T17:50:53-0800
https://anchorage.craigslist.org/cto/d/anchorage-2010-special-edition-fj/7310146639.html,anchorage / mat-su,https://anchorage.craigslist.org,35000,2010,toyota,fj cruiser 4x4,excellent,6 cylinders,gas,67828,clean,automatic,,4wd,SUV,,2021-04-20T17:18:19-0800
https://anchorage.craigslist.org/cto/d/wasilla-rabbit-volkswagen/7310137742.html,anchorage / mat-su,https://anchorage.craigslist.org,5300,2007,volkswagen,rabbit,excellent,,gas,72000,rebuilt,automatic,,,wagon,white,2021-04-20T16:52:54-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-ram-all-new-1500-longhorn/7310129494.html,anchorage / mat-su,https://anchorage.craigslist.org,58194,2019,ram,all-new 1500,,8 cylinders,gas,10850,clean,automatic,1C6SRFKT3KN598039,4wd,truck,,2021-04-20T16:31:14-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-chevrolet-silverado-1500/7310129317.html,anchorage / mat-su,https://anchorage.craigslist.org,44194,2019,chevrolet,silverado 1500,,8 cylinders,gas,3605,clean,automatic,1GCUYDEDXKZ317280,4wd,truck,,2021-04-20T16:30:51-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-bmw-series-430i-xdrive/7310086772.html,anchorage / mat-su,https://anchorage.craigslist.org,34995,2018,bmw,430i,,,gas,21297,clean,automatic,WBA4J3C5XJBG90837,,sedan,black,2021-04-20T14:50:22-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-dodge-journey-se-awd-4dr/7310077592.html,anchorage / mat-su,https://anchorage.craigslist.org,22995,2019,dodge,journey,,,gas,11100,clean,automatic,3C4PDDBG7KT702181,,hatchback,white,2021-04-20T14:30:25-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-ram-ram-pickup-1500/7310068443.html,anchorage / mat-su,https://anchorage.craigslist.org,29995,2013,ram,1500,,,gas,85931,clean,automatic,1C6RR7MT5DS689206,4wd,pickup,,2021-04-20T14:10:28-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-chevrolet-chevy/7310058429.html,anchorage / mat-su,https://anchorage.craigslist.org,29995,2014,chevrolet,silverado,,,other,78370,clean,automatic,3GCUKREH6EG222205,4wd,pickup,brown,2021-04-20T13:50:30-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2011-dodge-caliber-rush91k/7310057142.html,anchorage / mat-su,https://anchorage.craigslist.org,6995,2011,dodge,caliber,,4 cylinders,gas,91191,clean,automatic,1B3CB8HB5BD193156,fwd,hatchback,,2021-04-20T13:47:53-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-nissan-rogue-4dr/7310048659.html,anchorage / mat-su,https://anchorage.craigslist.org,18995,2016,nissan,rogue,,,gas,36737,clean,automatic,5N1AT2MTXGC816861,fwd,wagon,white,2021-04-20T13:30:35-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-nissan-titan-xd-4x4-2dr/7310038617.html,anchorage / mat-su,https://anchorage.craigslist.org,33995,2017,nissan,titan,,,diesel,13773,clean,automatic,1N6BA1RP7HN560024,,pickup,white,2021-04-20T13:10:31-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-kia-sportage-lx-awd-4dr/7310027572.html,anchorage / mat-su,https://anchorage.craigslist.org,20995,2018,kia,sportage,,,gas,31781,clean,automatic,KNDPMCAC5J7472734,4wd,wagon,,2021-04-20T12:50:33-0800
https://anchorage.craigslist.org/cto/d/anchorage-2015-chevy-silverado-4x4/7310019914.html,anchorage / mat-su,https://anchorage.craigslist.org,21000,2015,chevrolet,silverado,good,8 cylinders,gas,163948,clean,automatic,,4wd,truck,white,2021-04-20T12:36:28-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-jeep-compass-latitude/7310016412.html,anchorage / mat-su,https://anchorage.craigslist.org,25995,2019,jeep,compass,,,gas,23990,clean,automatic,3C4NJDBB9KT729659,4wd,SUV,white,2021-04-20T12:30:29-0800
https://anchorage.craigslist.org/cto/d/anchorage-4x4-ford-bronco/7310014059.html,anchorage / mat-su,https://anchorage.craigslist.org,5000,1994,ford,bronco xl,,8 cylinders,gas,120000,clean,automatic,,4wd,,blue,2021-04-20T12:26:34-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2010-chevrolet-express-1500/7310011039.html,anchorage / mat-su,https://anchorage.craigslist.org,14995,2010,chevrolet,express 1500 cargo,,8 cylinders,gas,138692,clean,automatic,1GCUHAD48A1157154,,van,white,2021-04-20T12:20:57-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-chevrolet-silverado/7310010056.html,anchorage / mat-su,https://anchorage.craigslist.org,29995,2013,chevrolet,silverado 3500hd,,8 cylinders,,19813,clean,automatic,1GC5KZCG7DZ130730,4wd,pickup,,2021-04-20T12:19:24-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-dodge-grand-caravan-sxt/7310005030.html,anchorage / mat-su,https://anchorage.craigslist.org,20995,2019,dodge,grand caravan,,,other,40599,clean,automatic,2C4RDGCG9KR545345,fwd,mini-van,white,2021-04-20T12:10:35-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2015-mercedes-cla250-awd/7310002491.html,anchorage / mat-su,https://anchorage.craigslist.org,23975,2015,mercedes-benz,cla250 4matic awd,,,gas,53348,clean,automatic,WDDSJ4GB6FN210463,,,,2021-04-20T12:06:12-0800
https://anchorage.craigslist.org/cto/d/anchorage-2019-nissan-rouge/7309999592.html,anchorage / mat-su,https://anchorage.craigslist.org,18900,2019,subaru,outback 2.5i premium,excellent,4 cylinders,gas,14200,clean,automatic,,4wd,,grey,2021-04-20T12:01:04-0800
https://anchorage.craigslist.org/cto/d/anchorage-2007-bmw-328xi-57000/7309995097.html,anchorage / mat-su,https://anchorage.craigslist.org,12000,2007,bmw,328xi,new,6 cylinders,gas,57000,clean,automatic,,,,white,2021-04-20T11:53:15-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-kia-sportage-ex-awd-auto/7309995014.html,anchorage / mat-su,https://anchorage.craigslist.org,26995,2020,kia,sportage ex,excellent,4 cylinders,gas,6837,clean,automatic,KNDPNCAC1L7806760,4wd,SUV,blue,2021-04-20T11:53:07-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-mazda-mazda6-grand/7309994925.html,anchorage / mat-su,https://anchorage.craigslist.org,23995,2018,mazda,6 grand touring,excellent,4 cylinders,gas,27060,clean,automatic,JM1GL1TY0J1316829,fwd,sedan,red,2021-04-20T11:52:57-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-volkswagen-jetta-se/7309994878.html,anchorage / mat-su,https://anchorage.craigslist.org,19995,2019,volkswagen,jetta se,excellent,4 cylinders,gas,7952,clean,automatic,3VWC57BUXKM255307,fwd,sedan,blue,2021-04-20T11:52:54-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-hyundai-sonata-24l/7309994847.html,anchorage / mat-su,https://anchorage.craigslist.org,13995,2017,hyundai,sonata 2.4l,excellent,4 cylinders,gas,71747,clean,automatic,5NPE24AF5HH484658,fwd,sedan,blue,2021-04-20T11:52:51-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-land-rover-discovery/7309994787.html,anchorage / mat-su,https://anchorage.craigslist.org,30995,2017,rover,discovery hse,excellent,4 cylinders,gas,59904,clean,automatic,SALCR2BG0HH710563,4wd,SUV,red,2021-04-20T11:52:45-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-bmw-series-330i-gt/7309994758.html,anchorage / mat-su,https://anchorage.craigslist.org,33995,2018,bmw,330i gt m-sport awd,excellent,4 cylinders,gas,29491,clean,automatic,WBA8Z9C53JB219882,4wd,hatchback,blue,2021-04-20T11:52:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-porsche-panamera-turbo/7309994679.html,anchorage / mat-su,https://anchorage.craigslist.org,98995,2017,porsche,panamera turbo,excellent,8 cylinders,gas,38562,clean,automatic,WP0AF2A72HL153094,4wd,hatchback,brown,2021-04-20T11:52:35-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2015-bmw-series-gran-turismo/7309994632.html,anchorage / mat-su,https://anchorage.craigslist.org,24995,2015,bmw,328i gt xdrive awd,excellent,4 cylinders,gas,31818,clean,automatic,WBA8Z5C54FD671554,4wd,hatchback,silver,2021-04-20T11:52:29-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-dodge-grand-caravan-sxt/7309993459.html,anchorage / mat-su,https://anchorage.craigslist.org,20995,2019,dodge,grand caravan,,,other,31183,clean,automatic,2C4RDGCG9KR661578,fwd,mini-van,black,2021-04-20T11:50:30-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2019-chevrolet-silverado-rst-4x4/7309993371.html,anchorage / mat-su,https://anchorage.craigslist.org,49975,2019,chevrolet,silverado 1500 rst,,,gas,19715,clean,automatic,1GCUYEEDXKZ152661,,,,2021-04-20T11:50:24-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2016-chevrolet-silverado-1500-lt/7309988794.html,anchorage / mat-su,https://anchorage.craigslist.org,36975,2016,chevrolet,silverado 1500 lt,,,gas,58711,clean,automatic,2HKRW2H87HH666833,,,,2021-04-20T11:42:26-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-chevrolet-cruze-lt/7309986936.html,anchorage / mat-su,https://anchorage.craigslist.org,16425,2019,chevrolet,cruze lt hatchback,excellent,4 cylinders,gas,18015,clean,automatic,3G1BE6SM5KS537335,fwd,hatchback,silver,2021-04-20T11:39:21-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-lexus-is-350-awd-sport/7309986201.html,anchorage / mat-su,https://anchorage.craigslist.org,25995,2014,lexus,is350,excellent,6 cylinders,gas,43389,clean,automatic,JTHCE1D21E5003157,4wd,sedan,red,2021-04-20T11:38:04-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-land-rover-range-rover/7309986120.html,anchorage / mat-su,https://anchorage.craigslist.org,48995,2014,rover,sc,excellent,8 cylinders,gas,46148,clean,automatic,SALGS2EF6EA140310,4wd,SUV,black,2021-04-20T11:37:56-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-kia-soul-automatic-auto/7309985962.html,anchorage / mat-su,https://anchorage.craigslist.org,16995,2017,kia,soul !,excellent,4 cylinders,gas,20034,clean,automatic,KNDJX3AA4H7451296,fwd,SUV,red,2021-04-20T11:37:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-subaru-wrx-sti-awd-spd/7309985883.html,anchorage / mat-su,https://anchorage.craigslist.org,41995,2020,subaru,wrx sti,excellent,4 cylinders,gas,1243,clean,manual,JF1VA2E68L9800921,4wd,sedan,blue,2021-04-20T11:37:35-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-land-rover-discovery/7309985852.html,anchorage / mat-su,https://anchorage.craigslist.org,28995,2017,rover,discovery sport,excellent,4 cylinders,gas,42165,clean,automatic,SALCP2BG1HH671987,4wd,SUV,black,2021-04-20T11:37:30-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-volkswagen-golf/7309985824.html,anchorage / mat-su,https://anchorage.craigslist.org,19995,2018,volkswagen,golf s,excellent,4 cylinders,gas,42524,clean,automatic,3VW117AU6JM751644,4wd,wagon,black,2021-04-20T11:37:27-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-jeep-renegade-sport-4x4/7309985752.html,anchorage / mat-su,https://anchorage.craigslist.org,16995,2017,jeep,renegade sport 4x4,excellent,4 cylinders,gas,32152,clean,automatic,ZACCJBAB3HPE99386,4wd,SUV,white,2021-04-20T11:37:18-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-bmw-x5-edrive-xdrive40e/7309985715.html,anchorage / mat-su,https://anchorage.craigslist.org,31995,2016,bmw,x5 xdrive40e awd,excellent,4 cylinders,hybrid,56960,clean,automatic,5UXKT0C57G0S78510,4wd,SUV,white,2021-04-20T11:37:14-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-audi-q5-premium-plus-awd/7309985655.html,anchorage / mat-su,https://anchorage.craigslist.org,26995,2017,audi,q5 premium plus awd,excellent,4 cylinders,gas,68945,clean,automatic,WA1L2AFP6HA023722,4wd,SUV,black,2021-04-20T11:37:10-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-lincoln-nautilus-black/7309985619.html,anchorage / mat-su,https://anchorage.craigslist.org,49995,2019,lincoln,nautilus black label,excellent,6 cylinders,gas,2979,clean,automatic,2LMPJ9JP5KBL20024,4wd,SUV,brown,2021-04-20T11:37:06-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-volkswagen-tiguan-se-awd/7309985554.html,anchorage / mat-su,https://anchorage.craigslist.org,25995,2019,volkswagen,tiguan se awd,excellent,4 cylinders,gas,19237,clean,automatic,3VV2B7AX9KM023768,4wd,SUV,black,2021-04-20T11:36:59-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2018-jeep-wrangler-unlimited/7309984063.html,anchorage / mat-su,https://anchorage.craigslist.org,40975,2018,jeep,wrangler unlimited sport,,,gas,21563,clean,automatic,1C4HJXDG8JW180682,,,,2021-04-20T11:34:30-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-kia-soul/7309983062.html,anchorage / mat-su,https://anchorage.craigslist.org,22194,2020,kia,soul,,4 cylinders,gas,14608,clean,automatic,KNDJ23AU2L7027455,fwd,wagon,,2021-04-20T11:32:38-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-honda-civic-ex/7309982673.html,anchorage / mat-su,https://anchorage.craigslist.org,21194,2017,honda,civic,,4 cylinders,gas,24252,clean,automatic,2HGFC1F36HH649125,fwd,sedan,blue,2021-04-20T11:32:01-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-ford-focus-se/7309982317.html,anchorage / mat-su,https://anchorage.craigslist.org,9194,2013,ford,focus,,4 cylinders,gas,74264,clean,other,1FADP3F22DL177960,fwd,sedan,red,2021-04-20T11:31:26-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2017-honda-crv-exl-awd/7309982085.html,anchorage / mat-su,https://anchorage.craigslist.org,25975,2017,honda,crv exl 4wd,,,gas,61177,clean,automatic,2HKRW2H87HH666833,,,,2021-04-20T11:31:05-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-dodge-grand-caravan-sxt/7309981682.html,anchorage / mat-su,https://anchorage.craigslist.org,18995,2019,dodge,grand caravan,,,other,46637,clean,automatic,2C4RDGCG7KR564119,fwd,mini-van,,2021-04-20T11:30:33-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2018-chrysler-pacifica-limited/7309979983.html,anchorage / mat-su,https://anchorage.craigslist.org,33975,2018,chrysler,pacifica limited,,,gas,24695,clean,automatic,2C4RC1GG9JR320240,,,,2021-04-20T11:27:35-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2019-dodge-grand-caravan-sxt/7309977130.html,anchorage / mat-su,https://anchorage.craigslist.org,26975,2019,dodge,grand caravan sxt,,,gas,24443,clean,automatic,2C4RDGCG3KR621688,,,,2021-04-20T11:22:43-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2019-land-rover-discovery-sport/7309973333.html,anchorage / mat-su,https://anchorage.craigslist.org,34975,2019,rover,discovery sport se,,,gas,14610,clean,automatic,SALCP2FX5KH808253,,,,2021-04-20T11:16:32-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2018-toyota-sienna-se-fwd/7309970985.html,anchorage / mat-su,https://anchorage.craigslist.org,29975,2018,toyota,sienna se,,,gas,37170,clean,automatic,5TDXZ3DC1JS921846,,,,2021-04-20T11:12:48-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2007-honda-cr-ex-w-navi-awd/7309966638.html,anchorage / mat-su,https://anchorage.craigslist.org,9995,2007,honda,cr-v,,,gas,154722,clean,automatic,JHLRE48737C055877,4wd,SUV,,2021-04-20T11:05:42-0800
